ID,age,gender,tenure,frequent,payment_interval,subscription_type,contract_length,after_interaction,support_needs
TRAIN_21012,48.0,M,22.0,8.0,24.0,member,90,13.0,2
TRAIN_21013,20.0,M,24.0,3.0,3.0,vip,90,6.0,2
TRAIN_21014,38.0,M,44.0,1.0,23.0,plus,30,7.0,0
TRAIN_21015,64.0,M,45.0,10.0,2.0,member,360,2.0,2
TRAIN_21016,22.0,F,7.0,28.0,14.0,plus,360,9.0,0
TRAIN_21017,50.0,F,36.0,27.0,13.0,vip,360,5.0,0
TRAIN_21018,49.0,M,57.0,21.0,19.0,plus,360,4.0,0
TRAIN_21019,24.0,M,4.0,6.0,10.0,member,90,15.0,0
TRAIN_21020,49.0,M,15.0,27.0,4.0,vip,90,21.0,1
TRAIN_21021,19.0,M,41.0,21.0,9.0,vip,360,30.0,2
TRAIN_21022,50.0,F,20.0,25.0,9.0,plus,90,6.0,1
TRAIN_21023,38.0,M,19.0,27.0,15.0,plus,90,11.0,0
TRAIN_21024,48.0,M,14.0,9.0,4.0,plus,360,15.0,0
TRAIN_21025,45.0,F,60.0,16.0,1.0,vip,360,9.0,1
TRAIN_21026,37.0,M,47.0,6.0,6.0,vip,90,21.0,0
TRAIN_21027,42.0,M,4.0,11.0,1.0,vip,360,23.0,1
TRAIN_21028,44.0,M,22.0,15.0,16.0,plus,90,2.0,2
TRAIN_21029,31.0,M,14.0,29.0,4.0,member,360,12.0,0
TRAIN_21030,60.0,M,45.0,24.0,29.0,member,90,27.0,1
TRAIN_21031,31.0,M,29.0,10.0,15.0,member,90,5.0,0
TRAIN_21032,35.0,F,8.0,28.0,25.0,vip,30,3.0,1
TRAIN_21033,23.0,M,56.0,6.0,7.0,member,90,23.0,0
TRAIN_21034,27.0,M,23.0,21.0,19.0,member,30,18.0,0
TRAIN_21035,26.0,M,30.0,25.0,6.0,member,360,20.0,0
TRAIN_21036,28.0,M,23.0,24.0,16.0,vip,90,2.0,0
TRAIN_21037,43.0,M,1.0,18.0,5.0,plus,360,29.0,2
TRAIN_21038,20.0,F,24.0,18.0,14.0,member,90,6.0,0
TRAIN_21039,28.0,M,33.0,3.0,16.0,member,360,4.0,0
TRAIN_21040,30.0,M,15.0,15.0,10.0,member,360,16.0,0
TRAIN_21041,65.0,F,35.0,6.0,12.0,plus,30,18.0,2
TRAIN_21042,27.0,M,17.0,26.0,14.0,vip,30,5.0,0
TRAIN_21043,32.0,M,34.0,17.0,7.0,vip,90,10.0,0
TRAIN_21044,23.0,F,23.0,7.0,13.0,member,90,25.0,1
TRAIN_21045,38.0,F,27.0,3.0,2.0,member,90,19.0,2
TRAIN_21046,26.0,M,23.0,15.0,18.0,plus,30,16.0,1
TRAIN_21047,47.0,M,32.0,28.0,3.0,plus,360,7.0,1
TRAIN_21048,38.0,M,53.0,17.0,13.0,plus,90,12.0,2
TRAIN_21049,26.0,M,37.0,26.0,19.0,member,90,20.0,1
TRAIN_21050,59.0,M,5.0,15.0,30.0,vip,360,18.0,0
TRAIN_21051,20.0,F,7.0,6.0,10.0,vip,90,12.0,0
TRAIN_21052,23.0,M,9.0,14.0,12.0,member,360,13.0,0
TRAIN_21053,22.0,F,32.0,17.0,15.0,plus,360,8.0,0
TRAIN_21054,41.0,M,25.0,20.0,9.0,member,90,22.0,1
TRAIN_21055,35.0,F,26.0,16.0,23.0,vip,360,21.0,1
TRAIN_21056,49.0,F,45.0,7.0,21.0,plus,90,9.0,0
TRAIN_21057,54.0,F,48.0,21.0,3.0,vip,30,15.0,1
TRAIN_21058,44.0,M,31.0,26.0,5.0,member,360,29.0,0
TRAIN_21059,31.0,M,3.0,27.0,4.0,vip,90,19.0,0
TRAIN_21060,62.0,F,35.0,29.0,27.0,member,30,8.0,2
TRAIN_21061,27.0,M,34.0,28.0,16.0,plus,30,7.0,0
TRAIN_21062,43.0,M,58.0,4.0,13.0,member,90,10.0,1
TRAIN_21063,57.0,F,20.0,10.0,22.0,plus,30,14.0,2
TRAIN_21064,49.0,F,44.0,20.0,20.0,plus,360,15.0,0
TRAIN_21065,56.0,F,27.0,4.0,25.0,vip,90,10.0,0
TRAIN_21066,21.0,M,23.0,20.0,18.0,vip,90,8.0,0
TRAIN_21067,41.0,F,46.0,8.0,11.0,member,360,20.0,0
TRAIN_21068,49.0,F,58.0,2.0,24.0,member,360,12.0,2
TRAIN_21069,30.0,M,6.0,6.0,24.0,member,90,19.0,2
TRAIN_21070,28.0,M,57.0,30.0,4.0,vip,360,16.0,0
TRAIN_21071,24.0,F,38.0,14.0,19.0,member,360,11.0,0
TRAIN_21072,44.0,M,1.0,22.0,4.0,vip,360,5.0,0
TRAIN_21073,31.0,M,35.0,28.0,6.0,plus,360,28.0,2
TRAIN_21074,34.0,F,53.0,12.0,12.0,plus,360,4.0,2
TRAIN_21075,39.0,M,11.0,17.0,2.0,plus,360,23.0,1
TRAIN_21076,50.0,M,50.0,10.0,6.0,member,360,14.0,0
TRAIN_21077,22.0,F,39.0,15.0,2.0,plus,360,28.0,0
TRAIN_21078,46.0,F,36.0,15.0,7.0,vip,360,19.0,0
TRAIN_21079,26.0,M,50.0,5.0,7.0,member,90,6.0,2
TRAIN_21080,42.0,M,10.0,23.0,4.0,vip,360,8.0,0
TRAIN_21081,46.0,M,56.0,30.0,9.0,member,360,19.0,1
TRAIN_21082,63.0,F,15.0,17.0,23.0,vip,30,14.0,1
TRAIN_21083,56.0,M,54.0,8.0,20.0,vip,30,3.0,1
TRAIN_21084,39.0,M,50.0,5.0,13.0,vip,360,22.0,0
TRAIN_21085,62.0,F,28.0,22.0,27.0,vip,30,13.0,2
TRAIN_21086,49.0,M,27.0,13.0,22.0,plus,360,13.0,1
TRAIN_21087,42.0,F,12.0,23.0,6.0,plus,360,16.0,1
TRAIN_21088,35.0,M,9.0,28.0,10.0,plus,90,10.0,1
TRAIN_21089,37.0,F,10.0,30.0,27.0,vip,30,7.0,2
TRAIN_21090,45.0,M,18.0,19.0,0.0,vip,360,16.0,0
TRAIN_21091,46.0,M,41.0,22.0,16.0,plus,90,22.0,2
TRAIN_21092,62.0,F,29.0,5.0,23.0,plus,30,2.0,1
TRAIN_21093,40.0,F,52.0,7.0,11.0,member,90,6.0,2
TRAIN_21094,37.0,F,60.0,24.0,13.0,vip,360,12.0,0
TRAIN_21095,62.0,F,57.0,4.0,30.0,plus,30,1.0,1
TRAIN_21096,51.0,F,16.0,16.0,30.0,vip,90,15.0,2
TRAIN_21097,24.0,F,22.0,23.0,1.0,vip,90,1.0,0
TRAIN_21098,37.0,M,53.0,12.0,11.0,plus,360,23.0,1
TRAIN_21099,37.0,F,47.0,26.0,11.0,plus,360,2.0,0
TRAIN_21100,35.0,F,24.0,7.0,30.0,member,30,27.0,2
TRAIN_21101,51.0,F,17.0,27.0,10.0,plus,90,20.0,1
TRAIN_21102,41.0,F,36.0,5.0,19.0,member,90,8.0,0
TRAIN_21103,40.0,M,4.0,12.0,3.0,member,90,19.0,0
TRAIN_21104,30.0,M,54.0,1.0,0.0,plus,90,22.0,2
TRAIN_21105,32.0,M,53.0,9.0,4.0,vip,360,11.0,2
TRAIN_21106,30.0,F,47.0,6.0,17.0,plus,30,13.0,1
TRAIN_21107,18.0,F,39.0,26.0,2.0,plus,90,3.0,0
TRAIN_21108,35.0,M,3.0,23.0,8.0,plus,90,11.0,1
TRAIN_21109,36.0,F,39.0,6.0,9.0,vip,90,9.0,0
TRAIN_21110,64.0,M,60.0,10.0,21.0,plus,30,15.0,2
TRAIN_21111,61.0,F,52.0,25.0,25.0,vip,30,9.0,0
TRAIN_21112,22.0,M,25.0,16.0,0.0,vip,90,2.0,0
TRAIN_21113,37.0,M,28.0,10.0,22.0,plus,90,20.0,1
TRAIN_21114,24.0,M,19.0,22.0,3.0,plus,90,20.0,2
TRAIN_21115,28.0,M,30.0,27.0,10.0,member,90,18.0,0
TRAIN_21116,29.0,F,33.0,19.0,12.0,plus,90,12.0,2
TRAIN_21117,55.0,F,58.0,16.0,4.0,member,30,10.0,1
TRAIN_21118,19.0,F,55.0,2.0,15.0,plus,360,9.0,0
TRAIN_21119,38.0,M,58.0,21.0,20.0,member,90,28.0,0
TRAIN_21120,47.0,M,4.0,10.0,9.0,member,90,27.0,1
TRAIN_21121,49.0,F,55.0,12.0,25.0,vip,90,29.0,0
TRAIN_21122,55.0,F,8.0,6.0,9.0,plus,30,16.0,2
TRAIN_21123,48.0,F,43.0,23.0,9.0,vip,90,10.0,1
TRAIN_21124,19.0,F,47.0,16.0,2.0,vip,360,14.0,1
TRAIN_21125,65.0,M,21.0,3.0,15.0,member,90,27.0,0
TRAIN_21126,21.0,M,17.0,17.0,19.0,vip,360,25.0,0
TRAIN_21127,40.0,F,1.0,30.0,3.0,member,360,1.0,1
TRAIN_21128,44.0,F,25.0,5.0,2.0,vip,90,5.0,0
TRAIN_21129,39.0,M,8.0,8.0,2.0,vip,30,30.0,2
TRAIN_21130,38.0,F,44.0,19.0,16.0,member,360,5.0,0
TRAIN_21131,34.0,M,9.0,4.0,2.0,plus,360,2.0,0
TRAIN_21132,65.0,M,28.0,12.0,12.0,vip,30,25.0,2
TRAIN_21133,62.0,M,34.0,27.0,3.0,plus,30,27.0,2
TRAIN_21134,19.0,F,22.0,27.0,24.0,vip,30,24.0,0
TRAIN_21135,22.0,F,9.0,19.0,5.0,plus,360,28.0,2
TRAIN_21136,46.0,M,28.0,28.0,24.0,vip,360,14.0,2
TRAIN_21137,39.0,F,4.0,2.0,23.0,vip,30,17.0,1
TRAIN_21138,27.0,M,53.0,2.0,0.0,plus,90,3.0,0
TRAIN_21139,49.0,M,41.0,3.0,26.0,plus,30,30.0,1
TRAIN_21140,45.0,M,56.0,21.0,7.0,member,90,17.0,1
TRAIN_21141,63.0,F,31.0,12.0,7.0,member,90,22.0,1
TRAIN_21142,50.0,F,56.0,14.0,3.0,vip,90,1.0,1
TRAIN_21143,25.0,M,42.0,16.0,8.0,member,90,2.0,0
TRAIN_21144,18.0,F,32.0,14.0,13.0,member,30,26.0,2
TRAIN_21145,25.0,F,7.0,22.0,10.0,plus,360,7.0,0
TRAIN_21146,31.0,M,5.0,28.0,7.0,plus,360,16.0,2
TRAIN_21147,28.0,M,55.0,2.0,8.0,member,360,3.0,1
TRAIN_21148,38.0,F,55.0,23.0,8.0,plus,90,7.0,0
TRAIN_21149,65.0,F,40.0,22.0,25.0,vip,90,21.0,0
TRAIN_21150,48.0,F,40.0,27.0,13.0,plus,90,14.0,1
TRAIN_21151,40.0,M,13.0,11.0,17.0,plus,90,18.0,0
TRAIN_21152,52.0,M,40.0,9.0,26.0,plus,30,12.0,2
TRAIN_21153,37.0,M,37.0,3.0,28.0,plus,90,3.0,2
TRAIN_21154,38.0,F,18.0,30.0,12.0,plus,360,17.0,2
TRAIN_21155,47.0,F,45.0,25.0,19.0,member,90,9.0,1
TRAIN_21156,43.0,F,40.0,30.0,18.0,vip,360,9.0,0
TRAIN_21157,22.0,F,16.0,29.0,20.0,member,90,30.0,2
TRAIN_21158,48.0,F,18.0,3.0,28.0,plus,30,24.0,1
TRAIN_21159,22.0,M,59.0,1.0,27.0,vip,30,9.0,1
TRAIN_21160,40.0,M,41.0,26.0,17.0,plus,360,21.0,0
TRAIN_21161,49.0,M,38.0,8.0,4.0,plus,30,24.0,1
TRAIN_21162,45.0,M,58.0,5.0,18.0,vip,90,28.0,1
TRAIN_21163,50.0,M,9.0,7.0,9.0,vip,360,21.0,0
TRAIN_21164,55.0,F,16.0,16.0,21.0,vip,360,28.0,1
TRAIN_21165,42.0,F,31.0,20.0,12.0,vip,90,2.0,0
TRAIN_21166,45.0,M,14.0,5.0,7.0,member,360,2.0,2
TRAIN_21167,46.0,F,57.0,18.0,2.0,vip,90,16.0,0
TRAIN_21168,35.0,M,9.0,12.0,4.0,vip,360,1.0,0
TRAIN_21169,36.0,M,1.0,1.0,8.0,vip,360,8.0,0
TRAIN_21170,32.0,M,31.0,25.0,19.0,plus,360,15.0,2
TRAIN_21171,45.0,F,14.0,29.0,16.0,vip,360,12.0,0
TRAIN_21172,27.0,F,13.0,5.0,20.0,plus,90,22.0,2
TRAIN_21173,48.0,F,25.0,15.0,24.0,member,360,20.0,0
TRAIN_21174,49.0,F,12.0,10.0,21.0,plus,90,12.0,0
TRAIN_21175,44.0,M,40.0,25.0,5.0,plus,90,8.0,2
TRAIN_21176,50.0,F,41.0,24.0,4.0,vip,30,7.0,0
TRAIN_21177,43.0,F,58.0,21.0,13.0,member,90,14.0,1
TRAIN_21178,42.0,M,4.0,16.0,10.0,plus,360,13.0,0
TRAIN_21179,45.0,M,10.0,17.0,11.0,vip,360,4.0,0
TRAIN_21180,28.0,F,2.0,15.0,5.0,plus,90,22.0,2
TRAIN_21181,35.0,F,60.0,21.0,16.0,member,90,5.0,0
TRAIN_21182,31.0,F,31.0,12.0,0.0,member,30,12.0,2
TRAIN_21183,27.0,F,46.0,12.0,8.0,vip,90,16.0,0
TRAIN_21184,45.0,M,48.0,10.0,0.0,vip,90,27.0,0
TRAIN_21185,24.0,M,14.0,5.0,1.0,vip,360,8.0,0
TRAIN_21186,44.0,M,47.0,20.0,4.0,member,30,27.0,2
TRAIN_21187,59.0,M,25.0,21.0,7.0,vip,90,14.0,0
TRAIN_21188,20.0,F,10.0,20.0,2.0,plus,90,1.0,1
TRAIN_21189,57.0,M,56.0,13.0,26.0,member,360,12.0,1
TRAIN_21190,50.0,M,7.0,6.0,5.0,vip,90,15.0,0
TRAIN_21191,57.0,F,38.0,1.0,12.0,vip,360,3.0,1
TRAIN_21192,36.0,M,24.0,18.0,4.0,member,360,26.0,1
TRAIN_21193,37.0,F,30.0,30.0,15.0,plus,360,14.0,1
TRAIN_21194,45.0,M,6.0,13.0,10.0,plus,90,16.0,0
TRAIN_21195,19.0,M,24.0,29.0,8.0,plus,90,7.0,0
TRAIN_21196,54.0,M,4.0,5.0,6.0,plus,30,23.0,0
TRAIN_21197,42.0,F,18.0,13.0,5.0,vip,360,17.0,2
TRAIN_21198,40.0,M,51.0,20.0,7.0,plus,90,9.0,1
TRAIN_21199,36.0,M,11.0,16.0,14.0,member,360,1.0,0
TRAIN_21200,36.0,F,10.0,19.0,5.0,member,360,12.0,1
TRAIN_21201,44.0,M,46.0,25.0,30.0,plus,30,14.0,2
TRAIN_21202,41.0,M,12.0,17.0,8.0,vip,90,27.0,0
TRAIN_21203,24.0,M,55.0,30.0,10.0,plus,360,4.0,0
TRAIN_21204,25.0,M,34.0,5.0,8.0,member,360,9.0,0
TRAIN_21205,44.0,M,13.0,1.0,5.0,member,360,19.0,0
TRAIN_21206,21.0,M,19.0,15.0,24.0,vip,360,23.0,0
TRAIN_21207,49.0,M,21.0,5.0,23.0,member,360,8.0,0
TRAIN_21208,44.0,M,4.0,25.0,20.0,vip,90,29.0,2
TRAIN_21209,41.0,F,34.0,9.0,18.0,member,360,10.0,2
TRAIN_21210,42.0,F,25.0,22.0,10.0,member,360,24.0,2
TRAIN_21211,30.0,M,24.0,28.0,10.0,plus,90,14.0,0
TRAIN_21212,40.0,M,35.0,14.0,13.0,member,360,26.0,1
TRAIN_21213,38.0,F,31.0,13.0,15.0,vip,30,22.0,1
TRAIN_21214,40.0,M,20.0,25.0,3.0,vip,360,30.0,0
TRAIN_21215,37.0,M,7.0,23.0,10.0,vip,90,6.0,1
TRAIN_21216,62.0,M,47.0,15.0,11.0,plus,90,25.0,2
TRAIN_21217,24.0,F,36.0,26.0,7.0,plus,90,1.0,0
TRAIN_21218,26.0,F,53.0,7.0,14.0,member,30,14.0,1
TRAIN_21219,44.0,F,1.0,24.0,0.0,plus,360,6.0,0
TRAIN_21220,43.0,M,17.0,10.0,12.0,member,360,10.0,1
TRAIN_21221,63.0,M,7.0,10.0,14.0,plus,90,22.0,1
TRAIN_21222,46.0,M,9.0,7.0,2.0,vip,90,21.0,0
TRAIN_21223,20.0,F,38.0,23.0,9.0,vip,30,29.0,2
TRAIN_21224,58.0,M,25.0,5.0,29.0,plus,360,6.0,1
TRAIN_21225,50.0,F,45.0,24.0,3.0,plus,360,30.0,2
TRAIN_21226,27.0,M,40.0,4.0,3.0,vip,360,15.0,0
TRAIN_21227,54.0,F,19.0,25.0,8.0,vip,30,4.0,2
TRAIN_21228,45.0,M,34.0,30.0,16.0,plus,360,5.0,2
TRAIN_21229,19.0,F,55.0,13.0,29.0,member,90,11.0,1
TRAIN_21230,21.0,M,18.0,14.0,16.0,member,30,3.0,2
TRAIN_21231,64.0,M,60.0,17.0,12.0,plus,360,1.0,1
TRAIN_21232,25.0,F,22.0,30.0,3.0,plus,90,14.0,2
TRAIN_21233,31.0,M,3.0,24.0,8.0,member,360,30.0,1
TRAIN_21234,35.0,F,33.0,1.0,9.0,plus,30,22.0,1
TRAIN_21235,43.0,M,35.0,19.0,25.0,vip,30,3.0,2
TRAIN_21236,56.0,F,34.0,28.0,0.0,plus,360,25.0,2
TRAIN_21237,32.0,F,55.0,1.0,12.0,vip,30,5.0,1
TRAIN_21238,32.0,M,55.0,29.0,1.0,member,360,22.0,0
TRAIN_21239,25.0,F,38.0,18.0,6.0,vip,30,7.0,2
TRAIN_21240,44.0,M,5.0,13.0,0.0,vip,90,20.0,0
TRAIN_21241,50.0,M,21.0,6.0,2.0,member,90,22.0,2
TRAIN_21242,20.0,M,31.0,1.0,0.0,plus,90,25.0,0
TRAIN_21243,42.0,M,16.0,30.0,15.0,member,360,15.0,1
TRAIN_21244,38.0,M,48.0,21.0,16.0,vip,90,15.0,0
TRAIN_21245,18.0,F,60.0,20.0,9.0,member,360,3.0,2
TRAIN_21246,31.0,M,37.0,4.0,10.0,member,90,20.0,0
TRAIN_21247,26.0,F,6.0,9.0,8.0,vip,90,1.0,0
TRAIN_21248,38.0,F,46.0,12.0,9.0,member,90,14.0,0
TRAIN_21249,55.0,M,49.0,30.0,16.0,plus,360,13.0,2
TRAIN_21250,41.0,M,8.0,26.0,17.0,plus,360,11.0,1
TRAIN_21251,34.0,M,47.0,29.0,30.0,member,30,9.0,1
TRAIN_21252,48.0,F,37.0,26.0,14.0,plus,360,4.0,1
TRAIN_21253,25.0,M,56.0,19.0,8.0,member,360,8.0,0
TRAIN_21254,31.0,M,13.0,7.0,20.0,plus,360,10.0,0
TRAIN_21255,41.0,F,48.0,17.0,25.0,vip,30,20.0,0
TRAIN_21256,32.0,M,57.0,26.0,11.0,member,30,19.0,2
TRAIN_21257,32.0,F,59.0,22.0,8.0,plus,90,1.0,0
TRAIN_21258,49.0,F,44.0,5.0,12.0,member,90,1.0,0
TRAIN_21259,65.0,F,5.0,17.0,19.0,vip,30,27.0,0
TRAIN_21260,64.0,F,54.0,11.0,11.0,plus,360,15.0,2
TRAIN_21261,24.0,M,11.0,5.0,24.0,member,90,26.0,2
TRAIN_21262,40.0,M,32.0,19.0,0.0,vip,360,20.0,1
TRAIN_21263,30.0,M,60.0,19.0,0.0,member,360,15.0,0
TRAIN_21264,22.0,F,11.0,28.0,13.0,member,30,30.0,2
TRAIN_21265,42.0,M,18.0,23.0,12.0,member,360,17.0,0
TRAIN_21266,32.0,F,59.0,25.0,26.0,plus,90,23.0,2
TRAIN_21267,57.0,M,6.0,8.0,29.0,plus,90,21.0,2
TRAIN_21268,25.0,M,28.0,10.0,22.0,vip,30,1.0,1
TRAIN_21269,34.0,F,24.0,13.0,14.0,member,360,10.0,0
TRAIN_21270,45.0,M,52.0,18.0,4.0,member,90,12.0,1
TRAIN_21271,24.0,M,7.0,12.0,18.0,plus,360,7.0,0
TRAIN_21272,46.0,M,32.0,15.0,16.0,plus,90,29.0,0
TRAIN_21273,21.0,F,17.0,27.0,15.0,plus,360,3.0,2
TRAIN_21274,30.0,M,54.0,16.0,5.0,plus,90,27.0,1
TRAIN_21275,35.0,M,6.0,3.0,0.0,plus,30,23.0,0
TRAIN_21276,44.0,F,5.0,16.0,1.0,plus,360,7.0,0
TRAIN_21277,18.0,M,14.0,8.0,12.0,plus,360,16.0,2
TRAIN_21278,53.0,F,4.0,18.0,27.0,plus,30,20.0,2
TRAIN_21279,43.0,M,12.0,1.0,12.0,vip,90,20.0,1
TRAIN_21280,31.0,F,31.0,10.0,12.0,vip,90,3.0,1
TRAIN_21281,34.0,F,23.0,21.0,10.0,member,360,22.0,0
TRAIN_21282,63.0,F,29.0,7.0,3.0,plus,30,10.0,2
TRAIN_21283,43.0,F,8.0,13.0,8.0,member,90,19.0,1
TRAIN_21284,31.0,M,30.0,28.0,15.0,member,360,15.0,0
TRAIN_21285,24.0,F,54.0,6.0,1.0,member,360,20.0,0
TRAIN_21286,31.0,M,56.0,14.0,26.0,member,90,15.0,0
TRAIN_21287,49.0,F,3.0,2.0,29.0,member,360,6.0,1
TRAIN_21288,50.0,M,51.0,22.0,12.0,member,90,22.0,1
TRAIN_21289,46.0,F,5.0,19.0,6.0,vip,90,4.0,2
TRAIN_21290,32.0,M,18.0,22.0,19.0,plus,30,1.0,1
TRAIN_21291,21.0,F,1.0,15.0,19.0,member,90,24.0,0
TRAIN_21292,31.0,F,42.0,12.0,30.0,vip,90,15.0,2
TRAIN_21293,37.0,M,25.0,12.0,14.0,plus,30,13.0,1
TRAIN_21294,39.0,F,33.0,28.0,22.0,plus,360,18.0,2
TRAIN_21295,30.0,M,54.0,30.0,14.0,vip,360,13.0,0
TRAIN_21296,27.0,M,52.0,7.0,26.0,member,90,20.0,0
TRAIN_21297,43.0,F,31.0,16.0,15.0,plus,90,7.0,0
TRAIN_21298,64.0,F,13.0,15.0,26.0,plus,30,17.0,2
TRAIN_21299,21.0,M,32.0,16.0,22.0,plus,90,9.0,0
TRAIN_21300,47.0,M,52.0,13.0,1.0,plus,360,29.0,0
TRAIN_21301,21.0,F,49.0,2.0,3.0,member,360,2.0,2
TRAIN_21302,24.0,F,37.0,7.0,4.0,plus,360,2.0,0
TRAIN_21303,18.0,M,13.0,29.0,15.0,vip,30,15.0,0
TRAIN_21304,47.0,F,28.0,10.0,13.0,plus,90,22.0,1
TRAIN_21305,36.0,M,38.0,3.0,14.0,vip,360,4.0,0
TRAIN_21306,20.0,M,50.0,9.0,5.0,plus,90,24.0,0
TRAIN_21307,46.0,F,10.0,6.0,13.0,member,360,1.0,0
TRAIN_21308,22.0,M,45.0,27.0,12.0,vip,90,19.0,0
TRAIN_21309,35.0,F,2.0,4.0,26.0,plus,30,12.0,2
TRAIN_21310,45.0,M,49.0,6.0,20.0,member,360,21.0,1
TRAIN_21311,47.0,M,10.0,24.0,7.0,member,360,6.0,1
TRAIN_21312,62.0,M,40.0,22.0,15.0,vip,360,11.0,2
TRAIN_21313,50.0,F,32.0,11.0,18.0,plus,360,13.0,0
TRAIN_21314,57.0,M,1.0,22.0,17.0,member,360,23.0,2
TRAIN_21315,28.0,F,52.0,7.0,6.0,member,360,6.0,2
TRAIN_21316,42.0,M,47.0,17.0,24.0,vip,30,24.0,2
TRAIN_21317,50.0,M,29.0,27.0,14.0,plus,360,30.0,1
TRAIN_21318,42.0,F,36.0,3.0,11.0,vip,360,9.0,1
TRAIN_21319,25.0,M,36.0,30.0,12.0,vip,90,15.0,2
TRAIN_21320,32.0,M,46.0,11.0,2.0,vip,360,19.0,2
TRAIN_21321,32.0,M,48.0,3.0,12.0,vip,360,17.0,1
TRAIN_21322,37.0,F,35.0,11.0,18.0,member,90,16.0,0
TRAIN_21323,21.0,M,5.0,1.0,17.0,member,360,16.0,2
TRAIN_21324,57.0,M,55.0,13.0,0.0,vip,90,6.0,1
TRAIN_21325,43.0,M,29.0,30.0,10.0,member,90,5.0,0
TRAIN_21326,39.0,M,46.0,29.0,14.0,vip,90,23.0,0
TRAIN_21327,34.0,F,42.0,4.0,18.0,member,90,8.0,0
TRAIN_21328,62.0,F,34.0,13.0,12.0,plus,90,20.0,2
TRAIN_21329,23.0,M,37.0,18.0,14.0,member,360,8.0,0
TRAIN_21330,36.0,F,30.0,15.0,7.0,plus,360,27.0,1
TRAIN_21331,55.0,M,60.0,7.0,14.0,vip,90,6.0,2
TRAIN_21332,29.0,M,16.0,19.0,10.0,plus,360,6.0,0
TRAIN_21333,39.0,F,51.0,9.0,4.0,plus,360,13.0,0
TRAIN_21334,43.0,F,17.0,5.0,1.0,vip,90,10.0,2
TRAIN_21335,44.0,M,19.0,27.0,29.0,member,90,16.0,0
TRAIN_21336,32.0,F,18.0,11.0,14.0,vip,360,23.0,0
TRAIN_21337,21.0,M,42.0,4.0,5.0,member,90,5.0,0
TRAIN_21338,47.0,F,54.0,25.0,9.0,vip,90,19.0,1
TRAIN_21339,56.0,F,29.0,14.0,15.0,vip,90,10.0,2
TRAIN_21340,47.0,F,58.0,16.0,15.0,vip,90,11.0,1
TRAIN_21341,47.0,M,5.0,23.0,6.0,member,30,19.0,2
TRAIN_21342,35.0,F,13.0,20.0,5.0,plus,360,13.0,0
TRAIN_21343,56.0,F,50.0,20.0,18.0,plus,30,25.0,2
TRAIN_21344,35.0,F,44.0,2.0,16.0,member,360,13.0,0
TRAIN_21345,41.0,F,51.0,19.0,4.0,plus,90,8.0,1
TRAIN_21346,41.0,M,60.0,16.0,10.0,vip,30,18.0,2
TRAIN_21347,30.0,M,36.0,19.0,21.0,member,90,23.0,2
TRAIN_21348,35.0,F,17.0,30.0,26.0,vip,30,22.0,1
TRAIN_21349,33.0,M,35.0,12.0,6.0,plus,360,21.0,0
TRAIN_21350,28.0,M,11.0,4.0,2.0,plus,360,5.0,0
TRAIN_21351,19.0,F,18.0,2.0,16.0,plus,90,25.0,2
TRAIN_21352,29.0,M,27.0,4.0,8.0,plus,90,29.0,1
TRAIN_21353,40.0,M,39.0,21.0,18.0,vip,90,7.0,0
TRAIN_21354,50.0,M,56.0,9.0,5.0,vip,360,21.0,0
TRAIN_21355,30.0,F,28.0,1.0,29.0,vip,360,18.0,1
TRAIN_21356,48.0,F,59.0,17.0,2.0,vip,360,29.0,0
TRAIN_21357,22.0,M,7.0,23.0,5.0,vip,90,29.0,0
TRAIN_21358,27.0,M,43.0,11.0,21.0,member,360,11.0,0
TRAIN_21359,30.0,M,28.0,24.0,16.0,plus,360,25.0,0
TRAIN_21360,38.0,M,35.0,27.0,20.0,plus,360,16.0,2
TRAIN_21361,34.0,M,3.0,13.0,11.0,vip,360,26.0,1
TRAIN_21362,33.0,F,11.0,2.0,2.0,vip,90,13.0,0
TRAIN_21363,40.0,M,7.0,5.0,7.0,plus,360,8.0,0
TRAIN_21364,61.0,M,27.0,13.0,27.0,plus,360,16.0,1
TRAIN_21365,39.0,F,34.0,2.0,21.0,plus,90,9.0,1
TRAIN_21366,63.0,F,9.0,4.0,4.0,plus,30,23.0,1
TRAIN_21367,50.0,M,32.0,19.0,0.0,plus,90,7.0,0
TRAIN_21368,23.0,M,34.0,12.0,12.0,plus,90,19.0,0
TRAIN_21369,18.0,F,52.0,13.0,15.0,plus,90,14.0,0
TRAIN_21370,23.0,F,6.0,8.0,17.0,member,90,16.0,0
TRAIN_21371,19.0,M,60.0,2.0,7.0,vip,360,12.0,0
TRAIN_21372,25.0,M,39.0,2.0,22.0,member,360,5.0,0
TRAIN_21373,56.0,F,45.0,27.0,24.0,plus,90,9.0,0
TRAIN_21374,38.0,M,43.0,22.0,1.0,member,90,5.0,2
TRAIN_21375,65.0,M,18.0,25.0,10.0,member,90,25.0,2
TRAIN_21376,38.0,M,32.0,28.0,1.0,member,90,13.0,2
TRAIN_21377,29.0,F,19.0,29.0,8.0,member,360,6.0,0
TRAIN_21378,59.0,M,12.0,1.0,3.0,member,30,26.0,1
TRAIN_21379,44.0,F,32.0,21.0,19.0,member,360,8.0,0
TRAIN_21380,30.0,M,25.0,18.0,14.0,plus,90,30.0,2
TRAIN_21381,45.0,M,3.0,10.0,3.0,vip,90,21.0,0
